Name,Class,Parent,ROI,Measurements
AI_Abnormal_3950,Abnormal,,RECTANGLE (176640 39936 256 256),AI_Confidence:0.915;Method:MONAI_Demo
AI_Abnormal_3951,Abnormal,,RECTANGLE (180736 39936 256 256),AI_Confidence:0.906;Method:MONAI_Demo
AI_Abnormal_3952,Abnormal,,RECTANGLE (181248 39936 256 256),AI_Confidence:0.976;Method:MONAI_Demo
AI_Abnormal_3953,Abnormal,,RECTANGLE (185856 39936 256 256),AI_Confidence:0.726;Method:MONAI_Demo
AI_Abnormal_3954,Abnormal,,RECTANGLE (186880 39936 256 256),AI_Confidence:0.942;Method:MONAI_Demo
AI_Abnormal_3955,Abnormal,,RECTANGLE (188416 39936 256 256),AI_Confidence:0.914;Method:MONAI_Demo
AI_Abnormal_3956,Abnormal,,RECTANGLE (0 40448 256 256),AI_Confidence:0.794;Method:MONAI_Demo
AI_Abnormal_3957,Abnormal,,RECTANGLE (512 40448 256 256),AI_Confidence:0.813;Method:MONAI_Demo
AI_Abnormal_3958,Abnormal,,RECTANGLE (1024 40448 256 256),AI_Confidence:0.853;Method:MONAI_Demo
AI_Abnormal_3959,Abnormal,,RECTANGLE (1536 40448 256 256),AI_Confidence:0.828;Method:MONAI_Demo
AI_Abnormal_3960,Abnormal,,RECTANGLE (11776 40448 256 256),AI_Confidence:0.902;Method:MONAI_Demo
AI_Abnormal_3961,Abnormal,,RECTANGLE (13312 40448 256 256),AI_Confidence:0.817;Method:MONAI_Demo
AI_Abnormal_3962,Abnormal,,RECTANGLE (50688 40448 256 256),AI_Confidence:0.788;Method:MONAI_Demo
AI_Abnormal_3963,Abnormal,,RECTANGLE (51200 40448 256 256),AI_Confidence:0.784;Method:MONAI_Demo
AI_Abnormal_3964,Abnormal,,RECTANGLE (52736 40448 256 256),AI_Confidence:0.947;Method:MONAI_Demo
AI_Abnormal_3965,Abnormal,,RECTANGLE (92672 40448 256 256),AI_Confidence:0.737;Method:MONAI_Demo
AI_Abnormal_3966,Abnormal,,RECTANGLE (93696 40448 256 256),AI_Confidence:0.890;Method:MONAI_Demo
AI_Abnormal_3967,Abnormal,,RECTANGLE (95232 40448 256 256),AI_Confidence:0.838;Method:MONAI_Demo
AI_Abnormal_3968,Abnormal,,RECTANGLE (95744 40448 256 256),AI_Confidence:0.712;Method:MONAI_Demo
AI_Abnormal_3969,Abnormal,,RECTANGLE (133632 40448 256 256),AI_Confidence:0.947;Method:MONAI_Demo
AI_Abnormal_3970,Abnormal,,RECTANGLE (134656 40448 256 256),AI_Confidence:0.878;Method:MONAI_Demo
AI_Abnormal_3971,Abnormal,,RECTANGLE (136192 40448 256 256),AI_Confidence:0.917;Method:MONAI_Demo
AI_Abnormal_3972,Abnormal,,RECTANGLE (175104 40448 256 256),AI_Confidence:0.781;Method:MONAI_Demo
AI_Abnormal_3973,Abnormal,,RECTANGLE (177152 40448 256 256),AI_Confidence:0.979;Method:MONAI_Demo
AI_Abnormal_3974,Abnormal,,RECTANGLE (177664 40448 256 256),AI_Confidence:0.723;Method:MONAI_Demo
AI_Abnormal_3975,Abnormal,,RECTANGLE (178176 40448 256 256),AI_Confidence:0.813;Method:MONAI_Demo
AI_Abnormal_3976,Abnormal,,RECTANGLE (179200 40448 256 256),AI_Confidence:0.724;Method:MONAI_Demo
AI_Abnormal_3977,Abnormal,,RECTANGLE (179712 40448 256 256),AI_Confidence:0.858;Method:MONAI_Demo
AI_Abnormal_3978,Abnormal,,RECTANGLE (180224 40448 256 256),AI_Confidence:0.776;Method:MONAI_Demo
AI_Abnormal_3979,Abnormal,,RECTANGLE (181248 40448 256 256),AI_Confidence:0.860;Method:MONAI_Demo
AI_Abnormal_3980,Abnormal,,RECTANGLE (182272 40448 256 256),AI_Confidence:0.738;Method:MONAI_Demo
AI_Abnormal_3981,Abnormal,,RECTANGLE (183296 40448 256 256),AI_Confidence:0.760;Method:MONAI_Demo
AI_Abnormal_3982,Abnormal,,RECTANGLE (184320 40448 256 256),AI_Confidence:0.930;Method:MONAI_Demo
AI_Abnormal_3983,Abnormal,,RECTANGLE (186880 40448 256 256),AI_Confidence:0.746;Method:MONAI_Demo
AI_Abnormal_3984,Abnormal,,RECTANGLE (1536 40960 256 256),AI_Confidence:0.918;Method:MONAI_Demo
AI_Abnormal_3985,Abnormal,,RECTANGLE (2048 40960 256 256),AI_Confidence:0.775;Method:MONAI_Demo
AI_Abnormal_3986,Abnormal,,RECTANGLE (2560 40960 256 256),AI_Confidence:0.778;Method:MONAI_Demo
AI_Abnormal_3987,Abnormal,,RECTANGLE (3072 40960 256 256),AI_Confidence:0.785;Method:MONAI_Demo
AI_Abnormal_3988,Abnormal,,RECTANGLE (12288 40960 256 256),AI_Confidence:0.760;Method:MONAI_Demo
AI_Abnormal_3989,Abnormal,,RECTANGLE (51200 40960 256 256),AI_Confidence:0.939;Method:MONAI_Demo
AI_Abnormal_3990,Abnormal,,RECTANGLE (52736 40960 256 256),AI_Confidence:0.905;Method:MONAI_Demo
AI_Abnormal_3991,Abnormal,,RECTANGLE (53760 40960 256 256),AI_Confidence:0.833;Method:MONAI_Demo
AI_Abnormal_3992,Abnormal,,RECTANGLE (93696 40960 256 256),AI_Confidence:0.759;Method:MONAI_Demo
AI_Abnormal_3993,Abnormal,,RECTANGLE (94720 40960 256 256),AI_Confidence:0.918;Method:MONAI_Demo
AI_Abnormal_3994,Abnormal,,RECTANGLE (95232 40960 256 256),AI_Confidence:0.747;Method:MONAI_Demo
AI_Abnormal_3995,Abnormal,,RECTANGLE (135168 40960 256 256),AI_Confidence:0.833;Method:MONAI_Demo
AI_Abnormal_3996,Abnormal,,RECTANGLE (135680 40960 256 256),AI_Confidence:0.738;Method:MONAI_Demo
AI_Abnormal_3997,Abnormal,,RECTANGLE (138240 40960 256 256),AI_Confidence:0.983;Method:MONAI_Demo
AI_Abnormal_3998,Abnormal,,RECTANGLE (176128 40960 256 256),AI_Confidence:0.815;Method:MONAI_Demo
AI_Abnormal_3999,Abnormal,,RECTANGLE (178688 40960 256 256),AI_Confidence:0.943;Method:MONAI_Demo
AI_Abnormal_4000,Abnormal,,RECTANGLE (179712 40960 256 256),AI_Confidence:0.749;Method:MONAI_Demo
AI_Abnormal_4001,Abnormal,,RECTANGLE (182272 40960 256 256),AI_Confidence:0.895;Method:MONAI_Demo
AI_Abnormal_4002,Abnormal,,RECTANGLE (184832 40960 256 256),AI_Confidence:0.734;Method:MONAI_Demo
AI_Abnormal_4003,Abnormal,,RECTANGLE (185856 40960 256 256),AI_Confidence:0.955;Method:MONAI_Demo
AI_Abnormal_4004,Abnormal,,RECTANGLE (0 41472 256 256),AI_Confidence:0.908;Method:MONAI_Demo
AI_Abnormal_4005,Abnormal,,RECTANGLE (512 41472 256 256),AI_Confidence:0.722;Method:MONAI_Demo
AI_Abnormal_4006,Abnormal,,RECTANGLE (3072 41472 256 256),AI_Confidence:0.947;Method:MONAI_Demo
AI_Abnormal_4007,Abnormal,,RECTANGLE (11776 41472 256 256),AI_Confidence:0.805;Method:MONAI_Demo
AI_Abnormal_4008,Abnormal,,RECTANGLE (52736 41472 256 256),AI_Confidence:0.867;Method:MONAI_Demo
AI_Abnormal_4009,Abnormal,,RECTANGLE (94720 41472 256 256),AI_Confidence:0.859;Method:MONAI_Demo
AI_Abnormal_4010,Abnormal,,RECTANGLE (95232 41472 256 256),AI_Confidence:0.827;Method:MONAI_Demo
AI_Abnormal_4011,Abnormal,,RECTANGLE (135680 41472 256 256),AI_Confidence:0.826;Method:MONAI_Demo
AI_Abnormal_4012,Abnormal,,RECTANGLE (137728 41472 256 256),AI_Confidence:0.781;Method:MONAI_Demo
AI_Abnormal_4013,Abnormal,,RECTANGLE (176640 41472 256 256),AI_Confidence:0.911;Method:MONAI_Demo
AI_Abnormal_4014,Abnormal,,RECTANGLE (177152 41472 256 256),AI_Confidence:0.784;Method:MONAI_Demo
AI_Abnormal_4015,Abnormal,,RECTANGLE (178688 41472 256 256),AI_Confidence:0.776;Method:MONAI_Demo
AI_Abnormal_4016,Abnormal,,RECTANGLE (179200 41472 256 256),AI_Confidence:0.800;Method:MONAI_Demo
AI_Abnormal_4017,Abnormal,,RECTANGLE (182784 41472 256 256),AI_Confidence:0.938;Method:MONAI_Demo
AI_Abnormal_4018,Abnormal,,RECTANGLE (184320 41472 256 256),AI_Confidence:0.814;Method:MONAI_Demo
AI_Abnormal_4019,Abnormal,,RECTANGLE (184832 41472 256 256),AI_Confidence:0.911;Method:MONAI_Demo
AI_Abnormal_4020,Abnormal,,RECTANGLE (185856 41472 256 256),AI_Confidence:0.716;Method:MONAI_Demo
AI_Abnormal_4021,Abnormal,,RECTANGLE (0 41984 256 256),AI_Confidence:0.709;Method:MONAI_Demo
AI_Abnormal_4022,Abnormal,,RECTANGLE (512 41984 256 256),AI_Confidence:0.763;Method:MONAI_Demo
AI_Abnormal_4023,Abnormal,,RECTANGLE (1024 41984 256 256),AI_Confidence:0.788;Method:MONAI_Demo
AI_Abnormal_4024,Abnormal,,RECTANGLE (1536 41984 256 256),AI_Confidence:0.755;Method:MONAI_Demo
AI_Abnormal_4025,Abnormal,,RECTANGLE (3072 41984 256 256),AI_Confidence:0.797;Method:MONAI_Demo
AI_Abnormal_4026,Abnormal,,RECTANGLE (3584 41984 256 256),AI_Confidence:0.802;Method:MONAI_Demo
AI_Abnormal_4027,Abnormal,,RECTANGLE (4608 41984 256 256),AI_Confidence:0.794;Method:MONAI_Demo
AI_Abnormal_4028,Abnormal,,RECTANGLE (52224 41984 256 256),AI_Confidence:0.721;Method:MONAI_Demo
AI_Abnormal_4029,Abnormal,,RECTANGLE (53248 41984 256 256),AI_Confidence:0.712;Method:MONAI_Demo
AI_Abnormal_4030,Abnormal,,RECTANGLE (177664 41984 256 256),AI_Confidence:0.792;Method:MONAI_Demo
AI_Abnormal_4031,Abnormal,,RECTANGLE (184320 41984 256 256),AI_Confidence:0.918;Method:MONAI_Demo
AI_Abnormal_4032,Abnormal,,RECTANGLE (2560 42496 256 256),AI_Confidence:0.980;Method:MONAI_Demo
AI_Abnormal_4033,Abnormal,,RECTANGLE (41984 42496 256 256),AI_Confidence:0.806;Method:MONAI_Demo
AI_Abnormal_4034,Abnormal,,RECTANGLE (95232 42496 256 256),AI_Confidence:0.925;Method:MONAI_Demo
AI_Abnormal_4035,Abnormal,,RECTANGLE (175616 42496 256 256),AI_Confidence:0.944;Method:MONAI_Demo
AI_Abnormal_4036,Abnormal,,RECTANGLE (177152 42496 256 256),AI_Confidence:0.883;Method:MONAI_Demo
AI_Abnormal_4037,Abnormal,,RECTANGLE (178688 42496 256 256),AI_Confidence:0.705;Method:MONAI_Demo
AI_Abnormal_4038,Abnormal,,RECTANGLE (179712 42496 256 256),AI_Confidence:0.958;Method:MONAI_Demo
AI_Abnormal_4039,Abnormal,,RECTANGLE (182272 42496 256 256),AI_Confidence:0.869;Method:MONAI_Demo
AI_Abnormal_4040,Abnormal,,RECTANGLE (183296 42496 256 256),AI_Confidence:0.927;Method:MONAI_Demo
AI_Abnormal_4041,Abnormal,,RECTANGLE (185344 42496 256 256),AI_Confidence:0.829;Method:MONAI_Demo
AI_Abnormal_4042,Abnormal,,RECTANGLE (188928 42496 256 256),AI_Confidence:0.848;Method:MONAI_Demo
AI_Abnormal_4043,Abnormal,,RECTANGLE (0 43008 256 256),AI_Confidence:0.762;Method:MONAI_Demo
AI_Abnormal_4044,Abnormal,,RECTANGLE (512 43008 256 256),AI_Confidence:0.754;Method:MONAI_Demo
AI_Abnormal_4045,Abnormal,,RECTANGLE (1536 43008 256 256),AI_Confidence:0.847;Method:MONAI_Demo
AI_Abnormal_4046,Abnormal,,RECTANGLE (2560 43008 256 256),AI_Confidence:0.852;Method:MONAI_Demo
AI_Abnormal_4047,Abnormal,,RECTANGLE (3072 43008 256 256),AI_Confidence:0.847;Method:MONAI_Demo
AI_Abnormal_4048,Abnormal,,RECTANGLE (4096 43008 256 256),AI_Confidence:0.796;Method:MONAI_Demo
AI_Abnormal_4049,Abnormal,,RECTANGLE (44032 43008 256 256),AI_Confidence:0.854;Method:MONAI_Demo
AI_Abnormal_4050,Abnormal,,RECTANGLE (83456 43008 256 256),AI_Confidence:0.780;Method:MONAI_Demo
AI_Abnormal_4051,Abnormal,,RECTANGLE (178176 43008 256 256),AI_Confidence:0.823;Method:MONAI_Demo
AI_Abnormal_4052,Abnormal,,RECTANGLE (181248 43008 256 256),AI_Confidence:0.744;Method:MONAI_Demo
AI_Abnormal_4053,Abnormal,,RECTANGLE (183296 43008 256 256),AI_Confidence:0.808;Method:MONAI_Demo
AI_Abnormal_4054,Abnormal,,RECTANGLE (184320 43008 256 256),AI_Confidence:0.857;Method:MONAI_Demo
AI_Abnormal_4055,Abnormal,,RECTANGLE (185344 43008 256 256),AI_Confidence:0.958;Method:MONAI_Demo
AI_Abnormal_4056,Abnormal,,RECTANGLE (186368 43008 256 256),AI_Confidence:0.708;Method:MONAI_Demo
AI_Abnormal_4057,Abnormal,,RECTANGLE (187392 43008 256 256),AI_Confidence:0.979;Method:MONAI_Demo
AI_Abnormal_4058,Abnormal,,RECTANGLE (187904 43008 256 256),AI_Confidence:0.925;Method:MONAI_Demo
AI_Abnormal_4059,Abnormal,,RECTANGLE (1024 43520 256 256),AI_Confidence:0.705;Method:MONAI_Demo
AI_Abnormal_4060,Abnormal,,RECTANGLE (3584 43520 256 256),AI_Confidence:0.830;Method:MONAI_Demo
AI_Abnormal_4061,Abnormal,,RECTANGLE (42496 43520 256 256),AI_Confidence:0.866;Method:MONAI_Demo
AI_Abnormal_4062,Abnormal,,RECTANGLE (126976 43520 256 256),AI_Confidence:0.941;Method:MONAI_Demo
AI_Abnormal_4063,Abnormal,,RECTANGLE (175104 43520 256 256),AI_Confidence:0.798;Method:MONAI_Demo
AI_Abnormal_4064,Abnormal,,RECTANGLE (178176 43520 256 256),AI_Confidence:0.758;Method:MONAI_Demo
AI_Abnormal_4065,Abnormal,,RECTANGLE (179712 43520 256 256),AI_Confidence:0.750;Method:MONAI_Demo
AI_Abnormal_4066,Abnormal,,RECTANGLE (182784 43520 256 256),AI_Confidence:0.985;Method:MONAI_Demo
AI_Abnormal_4067,Abnormal,,RECTANGLE (183296 43520 256 256),AI_Confidence:0.730;Method:MONAI_Demo
AI_Abnormal_4068,Abnormal,,RECTANGLE (183808 43520 256 256),AI_Confidence:0.778;Method:MONAI_Demo
AI_Abnormal_4069,Abnormal,,RECTANGLE (184320 43520 256 256),AI_Confidence:0.973;Method:MONAI_Demo
AI_Abnormal_4070,Abnormal,,RECTANGLE (185344 43520 256 256),AI_Confidence:0.818;Method:MONAI_Demo
AI_Abnormal_4071,Abnormal,,RECTANGLE (2560 44032 256 256),AI_Confidence:0.849;Method:MONAI_Demo
AI_Abnormal_4072,Abnormal,,RECTANGLE (3072 44032 256 256),AI_Confidence:0.917;Method:MONAI_Demo
AI_Abnormal_4073,Abnormal,,RECTANGLE (26624 44032 256 256),AI_Confidence:0.953;Method:MONAI_Demo
AI_Abnormal_4074,Abnormal,,RECTANGLE (41472 44032 256 256),AI_Confidence:0.861;Method:MONAI_Demo
AI_Abnormal_4075,Abnormal,,RECTANGLE (43008 44032 256 256),AI_Confidence:0.728;Method:MONAI_Demo
AI_Abnormal_4076,Abnormal,,RECTANGLE (44032 44032 256 256),AI_Confidence:0.830;Method:MONAI_Demo
AI_Abnormal_4077,Abnormal,,RECTANGLE (44544 44032 256 256),AI_Confidence:0.840;Method:MONAI_Demo
AI_Abnormal_4078,Abnormal,,RECTANGLE (82944 44032 256 256),AI_Confidence:0.748;Method:MONAI_Demo
AI_Abnormal_4079,Abnormal,,RECTANGLE (118272 44032 256 256),AI_Confidence:0.820;Method:MONAI_Demo
AI_Abnormal_4080,Abnormal,,RECTANGLE (168960 44032 256 256),AI_Confidence:0.840;Method:MONAI_Demo
AI_Abnormal_4081,Abnormal,,RECTANGLE (175104 44032 256 256),AI_Confidence:0.732;Method:MONAI_Demo
AI_Abnormal_4082,Abnormal,,RECTANGLE (177664 44032 256 256),AI_Confidence:0.781;Method:MONAI_Demo
AI_Abnormal_4083,Abnormal,,RECTANGLE (180736 44032 256 256),AI_Confidence:0.764;Method:MONAI_Demo
AI_Abnormal_4084,Abnormal,,RECTANGLE (183808 44032 256 256),AI_Confidence:0.892;Method:MONAI_Demo
AI_Abnormal_4085,Abnormal,,RECTANGLE (184320 44032 256 256),AI_Confidence:0.838;Method:MONAI_Demo
AI_Abnormal_4086,Abnormal,,RECTANGLE (187392 44032 256 256),AI_Confidence:0.760;Method:MONAI_Demo
AI_Abnormal_4087,Abnormal,,RECTANGLE (512 44544 256 256),AI_Confidence:0.889;Method:MONAI_Demo
AI_Abnormal_4088,Abnormal,,RECTANGLE (2048 44544 256 256),AI_Confidence:0.787;Method:MONAI_Demo
AI_Abnormal_4089,Abnormal,,RECTANGLE (2560 44544 256 256),AI_Confidence:0.807;Method:MONAI_Demo
AI_Abnormal_4090,Abnormal,,RECTANGLE (3584 44544 256 256),AI_Confidence:0.909;Method:MONAI_Demo
AI_Abnormal_4091,Abnormal,,RECTANGLE (43008 44544 256 256),AI_Confidence:0.858;Method:MONAI_Demo
AI_Abnormal_4092,Abnormal,,RECTANGLE (44032 44544 256 256),AI_Confidence:0.700;Method:MONAI_Demo
AI_Abnormal_4093,Abnormal,,RECTANGLE (85504 44544 256 256),AI_Confidence:0.898;Method:MONAI_Demo
AI_Abnormal_4094,Abnormal,,RECTANGLE (118272 44544 256 256),AI_Confidence:0.900;Method:MONAI_Demo
AI_Abnormal_4095,Abnormal,,RECTANGLE (126464 44544 256 256),AI_Confidence:0.779;Method:MONAI_Demo
AI_Abnormal_4096,Abnormal,,RECTANGLE (167424 44544 256 256),AI_Confidence:0.827;Method:MONAI_Demo
AI_Abnormal_4097,Abnormal,,RECTANGLE (168960 44544 256 256),AI_Confidence:0.764;Method:MONAI_Demo
AI_Abnormal_4098,Abnormal,,RECTANGLE (175616 44544 256 256),AI_Confidence:0.723;Method:MONAI_Demo
AI_Abnormal_4099,Abnormal,,RECTANGLE (177152 44544 256 256),AI_Confidence:0.854;Method:MONAI_Demo
AI_Abnormal_4100,Abnormal,,RECTANGLE (177664 44544 256 256),AI_Confidence:0.823;Method:MONAI_Demo
AI_Abnormal_4101,Abnormal,,RECTANGLE (182784 44544 256 256),AI_Confidence:0.803;Method:MONAI_Demo
AI_Abnormal_4102,Abnormal,,RECTANGLE (184320 44544 256 256),AI_Confidence:0.864;Method:MONAI_Demo
AI_Abnormal_4103,Abnormal,,RECTANGLE (185344 44544 256 256),AI_Confidence:0.922;Method:MONAI_Demo
AI_Abnormal_4104,Abnormal,,RECTANGLE (185856 44544 256 256),AI_Confidence:0.912;Method:MONAI_Demo
AI_Abnormal_4105,Abnormal,,RECTANGLE (187904 44544 256 256),AI_Confidence:0.836;Method:MONAI_Demo
AI_Abnormal_4106,Abnormal,,RECTANGLE (0 45056 256 256),AI_Confidence:0.740;Method:MONAI_Demo
AI_Abnormal_4107,Abnormal,,RECTANGLE (1536 45056 256 256),AI_Confidence:0.704;Method:MONAI_Demo
AI_Abnormal_4108,Abnormal,,RECTANGLE (3072 45056 256 256),AI_Confidence:0.741;Method:MONAI_Demo
AI_Abnormal_4109,Abnormal,,RECTANGLE (4096 45056 256 256),AI_Confidence:0.711;Method:MONAI_Demo
AI_Abnormal_4110,Abnormal,,RECTANGLE (4608 45056 256 256),AI_Confidence:0.838;Method:MONAI_Demo
AI_Abnormal_4111,Abnormal,,RECTANGLE (42496 45056 256 256),AI_Confidence:0.909;Method:MONAI_Demo
AI_Abnormal_4112,Abnormal,,RECTANGLE (43520 45056 256 256),AI_Confidence:0.768;Method:MONAI_Demo
AI_Abnormal_4113,Abnormal,,RECTANGLE (45568 45056 256 256),AI_Confidence:0.755;Method:MONAI_Demo
AI_Abnormal_4114,Abnormal,,RECTANGLE (47104 45056 256 256),AI_Confidence:0.900;Method:MONAI_Demo
AI_Abnormal_4115,Abnormal,,RECTANGLE (84480 45056 256 256),AI_Confidence:0.807;Method:MONAI_Demo
AI_Abnormal_4116,Abnormal,,RECTANGLE (86016 45056 256 256),AI_Confidence:0.985;Method:MONAI_Demo
AI_Abnormal_4117,Abnormal,,RECTANGLE (87040 45056 256 256),AI_Confidence:0.788;Method:MONAI_Demo
AI_Abnormal_4118,Abnormal,,RECTANGLE (87552 45056 256 256),AI_Confidence:0.716;Method:MONAI_Demo
AI_Abnormal_4119,Abnormal,,RECTANGLE (88064 45056 256 256),AI_Confidence:0.714;Method:MONAI_Demo
AI_Abnormal_4120,Abnormal,,RECTANGLE (126464 45056 256 256),AI_Confidence:0.902;Method:MONAI_Demo
AI_Abnormal_4121,Abnormal,,RECTANGLE (127488 45056 256 256),AI_Confidence:0.833;Method:MONAI_Demo
AI_Abnormal_4122,Abnormal,,RECTANGLE (128512 45056 256 256),AI_Confidence:0.927;Method:MONAI_Demo
AI_Abnormal_4123,Abnormal,,RECTANGLE (129024 45056 256 256),AI_Confidence:0.785;Method:MONAI_Demo
AI_Abnormal_4124,Abnormal,,RECTANGLE (176640 45056 256 256),AI_Confidence:0.737;Method:MONAI_Demo
AI_Abnormal_4125,Abnormal,,RECTANGLE (182784 45056 256 256),AI_Confidence:0.919;Method:MONAI_Demo
AI_Abnormal_4126,Abnormal,,RECTANGLE (184832 45056 256 256),AI_Confidence:0.736;Method:MONAI_Demo
AI_Abnormal_4127,Abnormal,,RECTANGLE (185344 45056 256 256),AI_Confidence:0.935;Method:MONAI_Demo
AI_Abnormal_4128,Abnormal,,RECTANGLE (512 45568 256 256),AI_Confidence:0.744;Method:MONAI_Demo
AI_Abnormal_4129,Abnormal,,RECTANGLE (1024 45568 256 256),AI_Confidence:0.945;Method:MONAI_Demo
AI_Abnormal_4130,Abnormal,,RECTANGLE (3072 45568 256 256),AI_Confidence:0.744;Method:MONAI_Demo
AI_Abnormal_4131,Abnormal,,RECTANGLE (7680 45568 256 256),AI_Confidence:0.803;Method:MONAI_Demo
AI_Abnormal_4132,Abnormal,,RECTANGLE (43520 45568 256 256),AI_Confidence:0.751;Method:MONAI_Demo
AI_Abnormal_4133,Abnormal,,RECTANGLE (46080 45568 256 256),AI_Confidence:0.764;Method:MONAI_Demo
AI_Abnormal_4134,Abnormal,,RECTANGLE (46592 45568 256 256),AI_Confidence:0.949;Method:MONAI_Demo
AI_Abnormal_4135,Abnormal,,RECTANGLE (47104 45568 256 256),AI_Confidence:0.806;Method:MONAI_Demo
AI_Abnormal_4136,Abnormal,,RECTANGLE (48640 45568 256 256),AI_Confidence:0.927;Method:MONAI_Demo
AI_Abnormal_4137,Abnormal,,RECTANGLE (85504 45568 256 256),AI_Confidence:0.918;Method:MONAI_Demo
AI_Abnormal_4138,Abnormal,,RECTANGLE (87040 45568 256 256),AI_Confidence:0.949;Method:MONAI_Demo
AI_Abnormal_4139,Abnormal,,RECTANGLE (88064 45568 256 256),AI_Confidence:0.859;Method:MONAI_Demo
AI_Abnormal_4140,Abnormal,,RECTANGLE (89600 45568 256 256),AI_Confidence:0.983;Method:MONAI_Demo
AI_Abnormal_4141,Abnormal,,RECTANGLE (90112 45568 256 256),AI_Confidence:0.710;Method:MONAI_Demo
AI_Abnormal_4142,Abnormal,,RECTANGLE (90624 45568 256 256),AI_Confidence:0.748;Method:MONAI_Demo
AI_Abnormal_4143,Abnormal,,RECTANGLE (126976 45568 256 256),AI_Confidence:0.775;Method:MONAI_Demo
AI_Abnormal_4144,Abnormal,,RECTANGLE (167936 45568 256 256),AI_Confidence:0.810;Method:MONAI_Demo
AI_Abnormal_4145,Abnormal,,RECTANGLE (168960 45568 256 256),AI_Confidence:0.923;Method:MONAI_Demo
AI_Abnormal_4146,Abnormal,,RECTANGLE (169984 45568 256 256),AI_Confidence:0.769;Method:MONAI_Demo
AI_Abnormal_4147,Abnormal,,RECTANGLE (177664 45568 256 256),AI_Confidence:0.792;Method:MONAI_Demo
AI_Abnormal_4148,Abnormal,,RECTANGLE (179712 45568 256 256),AI_Confidence:0.767;Method:MONAI_Demo
AI_Abnormal_4149,Abnormal,,RECTANGLE (180224 45568 256 256),AI_Confidence:0.826;Method:MONAI_Demo
AI_Abnormal_4150,Abnormal,,RECTANGLE (182784 45568 256 256),AI_Confidence:0.758;Method:MONAI_Demo
AI_Abnormal_4151,Abnormal,,RECTANGLE (184320 45568 256 256),AI_Confidence:0.958;Method:MONAI_Demo
AI_Abnormal_4152,Abnormal,,RECTANGLE (184832 45568 256 256),AI_Confidence:0.915;Method:MONAI_Demo
AI_Abnormal_4153,Abnormal,,RECTANGLE (185344 45568 256 256),AI_Confidence:0.928;Method:MONAI_Demo
AI_Abnormal_4154,Abnormal,,RECTANGLE (186368 45568 256 256),AI_Confidence:0.813;Method:MONAI_Demo
AI_Abnormal_4155,Abnormal,,RECTANGLE (187392 45568 256 256),AI_Confidence:0.788;Method:MONAI_Demo
AI_Abnormal_4156,Abnormal,,RECTANGLE (187904 45568 256 256),AI_Confidence:0.945;Method:MONAI_Demo
AI_Abnormal_4157,Abnormal,,RECTANGLE (0 46080 256 256),AI_Confidence:0.868;Method:MONAI_Demo
AI_Abnormal_4158,Abnormal,,RECTANGLE (512 46080 256 256),AI_Confidence:0.758;Method:MONAI_Demo
AI_Abnormal_4159,Abnormal,,RECTANGLE (1024 46080 256 256),AI_Confidence:0.806;Method:MONAI_Demo
AI_Abnormal_4160,Abnormal,,RECTANGLE (2048 46080 256 256),AI_Confidence:0.841;Method:MONAI_Demo
AI_Abnormal_4161,Abnormal,,RECTANGLE (3584 46080 256 256),AI_Confidence:0.706;Method:MONAI_Demo
AI_Abnormal_4162,Abnormal,,RECTANGLE (4096 46080 256 256),AI_Confidence:0.704;Method:MONAI_Demo
AI_Abnormal_4163,Abnormal,,RECTANGLE (4608 46080 256 256),AI_Confidence:0.844;Method:MONAI_Demo
AI_Abnormal_4164,Abnormal,,RECTANGLE (5632 46080 256 256),AI_Confidence:0.935;Method:MONAI_Demo
AI_Abnormal_4165,Abnormal,,RECTANGLE (6656 46080 256 256),AI_Confidence:0.980;Method:MONAI_Demo
AI_Abnormal_4166,Abnormal,,RECTANGLE (9728 46080 256 256),AI_Confidence:0.775;Method:MONAI_Demo
AI_Abnormal_4167,Abnormal,,RECTANGLE (10240 46080 256 256),AI_Confidence:0.922;Method:MONAI_Demo
AI_Abnormal_4168,Abnormal,,RECTANGLE (43008 46080 256 256),AI_Confidence:0.738;Method:MONAI_Demo
AI_Abnormal_4169,Abnormal,,RECTANGLE (43520 46080 256 256),AI_Confidence:0.950;Method:MONAI_Demo
AI_Abnormal_4170,Abnormal,,RECTANGLE (44544 46080 256 256),AI_Confidence:0.918;Method:MONAI_Demo
AI_Abnormal_4171,Abnormal,,RECTANGLE (47616 46080 256 256),AI_Confidence:0.883;Method:MONAI_Demo
AI_Abnormal_4172,Abnormal,,RECTANGLE (48640 46080 256 256),AI_Confidence:0.909;Method:MONAI_Demo
AI_Abnormal_4173,Abnormal,,RECTANGLE (49152 46080 256 256),AI_Confidence:0.915;Method:MONAI_Demo
AI_Abnormal_4174,Abnormal,,RECTANGLE (49664 46080 256 256),AI_Confidence:0.949;Method:MONAI_Demo
AI_Abnormal_4175,Abnormal,,RECTANGLE (50176 46080 256 256),AI_Confidence:0.702;Method:MONAI_Demo
AI_Abnormal_4176,Abnormal,,RECTANGLE (86016 46080 256 256),AI_Confidence:0.774;Method:MONAI_Demo
AI_Abnormal_4177,Abnormal,,RECTANGLE (87552 46080 256 256),AI_Confidence:0.725;Method:MONAI_Demo
AI_Abnormal_4178,Abnormal,,RECTANGLE (89088 46080 256 256),AI_Confidence:0.815;Method:MONAI_Demo
